1,2,2020-04-02 00:00:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 50.291874366596225}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9695197607572272}}"
2,5,2020-04-02 00:00:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.106413272833679}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0110710782228258}}"
3,6,2020-04-02 00:00:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 40.766467506278175}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0436915582969781}}"
5,7,2020-04-02 00:00:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 40.040108896557456}}"
1,2,2020-04-02 00:01:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 50.755765478658475}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0345324074100923}}"
2,5,2020-04-02 00:01:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.196158692335976}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9715694466343838}}"
3,6,2020-04-02 00:01:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 40.631130325663136}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9907717685128682}}"
5,7,2020-04-02 00:01:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 40.44907560086061}}"
1,2,2020-04-02 00:02:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 50.22781037076092}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0315843846544162}}"
2,5,2020-04-02 00:02:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.312031295490913}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9752558202823511}}"
3,6,2020-04-02 00:02:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 40.86217840053755}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0303797658141132}}"
5,7,2020-04-02 00:02:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 40.279576464793706}}"
1,2,2020-04-02 00:03:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 51.04868954290035}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0193515712973968}}"
2,5,2020-04-02 00:03:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.474372491819796}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0358522900352491}}"
3,6,2020-04-02 00:03:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 40.78109471307161}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9829002590242928}}"
5,7,2020-04-02 00:03:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 41.03359937430742}}"
1,2,2020-04-02 00:04:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 50.59663698940182}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9722882227743621}}"
2,5,2020-04-02 00:04:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.295399836637957}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9987437524824767}}"
3,6,2020-04-02 00:04:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 40.354508611800846}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9700303993203567}}"
5,7,2020-04-02 00:04:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 40.94466367268332}}"
1,2,2020-04-02 00:05:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 50.79549517230215}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0258779725762952}}"
2,5,2020-04-02 00:05:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.624447937285186}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0166832894761126}}"
3,6,2020-04-02 00:05:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 40.83841752355823}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0467940218057619}}"
5,7,2020-04-02 00:05:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 40.59737069935485}}"
1,2,2020-04-02 00:06:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 51.162864081601555}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9794119197307809}}"
2,5,2020-04-02 00:06:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.437060908937475}, ""pressure"": {""units"": ""ATM"", ""value"": 1.04404406788579}}"
3,6,2020-04-02 00:06:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 40.2585564836329}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9566493463529568}}"
5,7,2020-04-02 00:06:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 41.058017205905664}}"
1,2,2020-04-02 00:07:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 50.23060371271706}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9730825518483865}}"
2,5,2020-04-02 00:07:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.420662050930604}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0332008660503709}}"
3,6,2020-04-02 00:07:00,01010000A0E61000001AC05B2041955E40E86A2BF697CD47400000000000005940,"{""temperature"": {""units"": ""F"", ""value"": 41.22610120058926}, ""pressure"": {""units"": ""ATM"", ""value"": 0.9547142908482025}}"
5,7,2020-04-02 00:07:00,01010000A0E610000052B81E85EB815E409A99999999D947400000000000006940,"{""temperature"": {""units"": ""F"", ""value"": 40.94069230871704}}"
1,2,2020-04-02 00:08:00,01010000A0E61000007B14AE47E19A5E40A4703D0AD7E342400000000000005E40,"{""temperature"": {""units"": ""F"", ""value"": 50.59500836744734}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0269122962924933}}"
2,5,2020-04-02 00:08:00,01010000A0E610000050FC1873D79A5E40D0D556EC2FE342400000000000005940,"{""temperature"": {""units"": ""C"", ""value"": 10.526731004187559}, ""pressure"": {""units"": ""ATM"", ""value"": 1.0252223475938138}}"
